URN,Text group or author,Title
urn:cts:greekLit:tlg0555.tlg006:,Clement of Alexandria,Quis Dis Salvetur
urn:cts:greekLit:tlg0555.tlg008:,Clement of Alexandria,Exhortation to Endurance  or to the Newly Baptized
urn:cts:greekLit:tlg2045.tlg001:,Nonnus of Panopolis,Dionysiaca
urn:cts:greekLit:tlg0385.tlg001:,Cassius Dio Cocceianus,Historia Romana
urn:cts:greekLit:tlg0560.tlg001:,Longinus,De Sublimitate
urn:cts:greekLit:tlg0562.tlg001:,Marcus Aurelius,M. Antonius Imperator Ad Se Ipsum
urn:cts:greekLit:tlg0561.tlg001:,Longus,Daphnis &amp; Chloe
urn:cts:latinLit:phi0972.phi001f:,Petronius,Fragments
urn:cts:latinLit:phi0972.phi001p:,Petronius,Poems
urn:cts:latinLit:phi0972.phi001:,Petronius,Satyricon
urn:cts:latinLit:stoa0261.stoa0001:,Sidonius Apollinaris,Carmina
urn:cts:latinLit:stoa0261.stoa0002:,Sidonius Apollinaris,Epistulae
urn:cts:greekLit:tlg0613.tlg001:,Demetrius of Phaleron (attributed author),Libro de Elocutione
urn:cts:greekLit:tlg1216.tlg001:,Barnabas,Barnabae Epistula
urn:cts:greekLit:tlg0612.tlg001:,Dio Chrysostom,Orationes
urn:cts:latinLit:phi0620.phi001:,Sextus Propertius,Elegies
urn:cts:latinLit:phi0119.phi017:,T. Maccius Plautus,Rudens
urn:cts:latinLit:phi0119.phi008:,T. Maccius Plautus,Curculio
urn:cts:latinLit:phi0119.phi018:,T. Maccius Plautus,Stichus
urn:cts:latinLit:phi0119.phi009:,T. Maccius Plautus,Epidicus
urn:cts:latinLit:phi0119.phi019:,T. Maccius Plautus,Trinummus
urn:cts:latinLit:phi0119.phi006:,T. Maccius Plautus,Casina
urn:cts:latinLit:phi0119.phi007:,T. Maccius Plautus,Cistellaria
urn:cts:latinLit:phi0119.phi004:,T. Maccius Plautus,Bacchides
urn:cts:latinLit:phi0119.phi013:,T. Maccius Plautus,Mostellaria
urn:cts:latinLit:phi0119.phi014:,T. Maccius Plautus,Persa
urn:cts:latinLit:phi0119.phi005:,T. Maccius Plautus,Captivi
urn:cts:latinLit:phi0119.phi015:,T. Maccius Plautus,Poenulus
urn:cts:latinLit:phi0119.phi002:,T. Maccius Plautus,Asinaria
urn:cts:latinLit:phi0119.phi016:,T. Maccius Plautus,Pseudolus
urn:cts:latinLit:phi0119.phi003:,T. Maccius Plautus,Aulularia
urn:cts:latinLit:phi0119.phi001:,T. Maccius Plautus,Amphitruo
urn:cts:latinLit:phi0119.phi010:,T. Maccius Plautus,Menaechmi
urn:cts:latinLit:phi0119.phi011:,T. Maccius Plautus,Mercator
urn:cts:latinLit:phi0119.phi012:,T. Maccius Plautus,Miles Gloriosus
urn:cts:latinLit:phi0119.phi020:,T. Maccius Plautus,Truculentus
urn:cts:latinLit:phi0836.phi002:,Celsus,De Medicina
urn:cts:greekLit:tlg0062.tlg027:,Lucian,De sacrificiis
urn:cts:greekLit:tlg0062.tlg026:,Lucian,Bis accusatus sive tribunalia
urn:cts:greekLit:tlg0062.tlg029:,Lucian,Somnium sive vita Luciani
urn:cts:greekLit:tlg0062.tlg028:,Lucian,Adversus indoctum et libros multos ementem
urn:cts:greekLit:tlg0062.tlg023:,Lucian,Contemplantes
urn:cts:greekLit:tlg0062.tlg022:,Lucian,Timon
urn:cts:greekLit:tlg0062.tlg071:,Lucian,Podagra
urn:cts:greekLit:tlg0062.tlg070:,Lucian,Soleocista
urn:cts:greekLit:tlg0062.tlg025:,Lucian,Piscator
urn:cts:greekLit:tlg0062.tlg024:,Lucian,Vitarum auctio
urn:cts:greekLit:tlg0062.tlg021:,Lucian,Icaromenippus
urn:cts:greekLit:tlg0062.tlg020:,Lucian,Prometheus
urn:cts:greekLit:tlg0062.tlg068:,Lucian,Dialogi deorum
urn:cts:greekLit:tlg0062.tlg069:,Lucian,Dialogi meretricii
urn:cts:greekLit:tlg0062.tlg066:,Lucian,Dialogi mortuorum
urn:cts:greekLit:tlg0062.tlg067:,Lucian,Dialogi Marini
urn:cts:greekLit:tlg0062.tlg064:,Lucian,Prometheus es in verbis
urn:cts:greekLit:tlg0062.tlg065:,Lucian,Navigium
urn:cts:greekLit:tlg0062.tlg062:,Lucian,Scytha
urn:cts:greekLit:tlg0062.tlg063:,Lucian,Hermotimus
urn:cts:greekLit:tlg0062.tlg039:,Lucian,Imagines
urn:cts:greekLit:tlg0062.tlg038:,Lucian,Alexander
urn:cts:greekLit:tlg0062.tlg037:,Lucian,Rhetorum praeceptor
urn:cts:greekLit:tlg0062.tlg036:,Lucian,De luctu
urn:cts:greekLit:tlg0062.tlg035:,Lucian,Necyomantia
urn:cts:greekLit:tlg0062.tlg034:,Lucian,Anacharsis
urn:cts:greekLit:tlg0062.tlg033:,Lucian,De mercede
urn:cts:greekLit:tlg0062.tlg032:,Lucian,Dearum judicium
urn:cts:greekLit:tlg0062.tlg031:,Lucian,Philopsuedes sive incredulus
urn:cts:greekLit:tlg0062.tlg030:,Lucian,De parasito sive artem esse parasiticam
urn:cts:greekLit:tlg0062.tlg049:,Lucian,Pseudologista
urn:cts:greekLit:tlg0062.tlg048:,Lucian,De astrologia
urn:cts:greekLit:tlg0062.tlg001:,Lucian,Phalaris
urn:cts:greekLit:tlg0062.tlg002:,Lucian,Hippias
urn:cts:greekLit:tlg0062.tlg003:,Lucian,Bacchus
urn:cts:greekLit:tlg0062.tlg041:,Lucian,De Syria dea
urn:cts:greekLit:tlg0062.tlg004:,Lucian,Hercules
urn:cts:greekLit:tlg0062.tlg040:,Lucian,Pro imaginibus
urn:cts:greekLit:tlg0062.tlg005:,Lucian,Electrum
urn:cts:greekLit:tlg0062.tlg043:,Lucian,Fugitivi
urn:cts:greekLit:tlg0062.tlg006:,Lucian,Muscae Encomium
urn:cts:greekLit:tlg0062.tlg042:,Lucian,De morte Peregrini
urn:cts:greekLit:tlg0062.tlg007:,Lucian,Nigrinus
urn:cts:greekLit:tlg0062.tlg008:,Lucian,Demonax
urn:cts:greekLit:tlg0062.tlg045:,Lucian,De saltatione
urn:cts:greekLit:tlg0062.tlg044:,Lucian,Toxaris vel amicitia
urn:cts:greekLit:tlg0062.tlg009:,Lucian,De Domo
urn:cts:greekLit:tlg0062.tlg047:,Lucian,Eunuchus
urn:cts:greekLit:tlg0062.tlg046:,Lucian,Lexiphanes
urn:cts:greekLit:tlg0062.tlg050:,Lucian,Deorum concilium
urn:cts:greekLit:tlg0062.tlg010:,Lucian,Patriae encomium
urn:cts:greekLit:tlg0062.tlg059:,Lucian,Apologia
urn:cts:greekLit:tlg0062.tlg013:,Lucian,Calumniae non temere credundum
urn:cts:greekLit:tlg0062.tlg014:,Lucian,Judicium vocalium
urn:cts:greekLit:tlg0062.tlg011:,Lucian,Macrobii
urn:cts:greekLit:tlg0062.tlg012:,Lucian,Verae Historiae
urn:cts:greekLit:tlg0062.tlg054:,Lucian,Dipsades
urn:cts:greekLit:tlg0062.tlg017:,Lucian,Juppiter confuatus
urn:cts:greekLit:tlg0062.tlg053:,Lucian,Quomodo historia conscribenda sit
urn:cts:greekLit:tlg0062.tlg018:,Lucian,Juppiter trageodeus
urn:cts:greekLit:tlg0062.tlg015:,Lucian,Symposium
urn:cts:greekLit:tlg0062.tlg052:,Lucian,Abdicatus
urn:cts:greekLit:tlg0062.tlg051:,Lucian,Tyrannicida
urn:cts:greekLit:tlg0062.tlg016:,Lucian,Cataplus
urn:cts:greekLit:tlg0062.tlg058:,Lucian,Pro lapsu inter salutandum
urn:cts:greekLit:tlg0062.tlg057:,Lucian,Zeuxis
urn:cts:greekLit:tlg0062.tlg019:,Lucian,Gallus
urn:cts:greekLit:tlg0062.tlg056:,Lucian,Herodotus
urn:cts:greekLit:tlg0062.tlg055:,Lucian,Saturnalia
urn:cts:greekLit:tlg0062.tlg060:,Lucian,Harmonides
urn:cts:greekLit:tlg0062.tlg061:,Lucian,Hesiod
urn:cts:greekLit:tlg0060.tlg001:,Diodorus Siculus,Historical Library
urn:cts:latinLit:phi0975.phi001:,Phaedrus,Fables
urn:cts:latinLit:phi0978.phi001:,Pliny the Elder,Naturalis Historia
urn:cts:greekLit:tlg4091.tlg001:,Callistratus,Descriptiones
urn:cts:latinLit:stoa0162.stoa004:,Jerome,Epistulae
