Author	Work	e-Source	Print Source	Added by
Plutarch	Aquane an ignis sit utilior	Perseus	Gregorius N. Bernardakis, Moralia. Leipzig: Teubner, 1895.	Elizabeth Hunter
Plutarch	Aratus	Perseus	Bernadotte Perrin, Plutarch's Lives. Cambridge, MA: Harvard University Press, 1926.	Elizabeth Hunter
Plutarch	Aristides	Perseus	Bernadotte Perrin, Plutarch's Lives. Cambridge, MA: Harvard University Press, 1914.	Elizabeth Hunter
Plutarch	Artaxerxes	Perseus	Bernadotte Perrin, Plutarch's Lives. Cambridge, MA: Harvard University Press, 1926.	Elizabeth Hunter
Plutarch	Bruta animalia ratione uti	Perseus	Gregorius N. Bernardakis, Moralia. Leipzig: Teubner, 1895.	Elizabeth Hunter
Plutarch	Brutus	Perseus	Bernadotte Perrin, Plutarch's Lives. Cambridge, MA: Harvard University Press, 1918.	Elizabeth Hunter
Plutarch	Caesar	Perseus	Bernadotte Perrin, Plutarch's Lives. Cambridge, MA: Harvard University Press, 1919.	Elizabeth Hunter
Plutarch	Caius Gracchus	Perseus	Bernadotte Perrin, Plutarch's Lives. Cambridge, MA: Harvard University Press, 1921.	Elizabeth Hunter
Plutarch	Caius Marcius Coriolanus	Perseus	Bernadotte Perrin, Plutarch's Lives. Cambridge, MA: Harvard University Press, 1916.	Elizabeth Hunter
Plutarch	Caius Marius	Perseus	Bernadotte Perrin, Plutarch's Lives. Cambridge, MA: Harvard University Press, 1920.	Elizabeth Hunter
Plutarch	Camillus	Perseus	Bernadotte Perrin, Plutarch's Lives. Cambridge, MA: Harvard University Press, 1914.	Elizabeth Hunter
Plutarch	Cato the Younger	Perseus	Bernadotte Perrin, Plutarch's Lives. Cambridge, MA: Harvard University Press, 1919.	Elizabeth Hunter
Plutarch	Comparison of Dion and Brutus	Perseus	Bernadotte Perrin, Plutarch's Lives. Cambridge, MA: Harvard University Press, 1918.	Elizabeth Hunter
Plutarch	Cimon	Perseus	Bernadotte Perrin, Plutarch's Lives. Cambridge, MA: Harvard University Press, 1914.	Elizabeth Hunter
Plutarch	Cleomenes	Perseus	Bernadotte Perrin, Plutarch's Lives. Cambridge, MA: Harvard University Press, 1921.	Elizabeth Hunter
Plutarch	Comparationis Aristophanis et Menandri compendium	Perseus	Gregorius N. Bernardakis, Moralia. Leipzig: Teubner, 1893.	Elizabeth Hunter
Plutarch	Comparison of Agesilaus and Pompey	Perseus	Bernadotte Perrin, Plutarch's Lives. Cambridge, MA: Harvard University Press, 1917.	Elizabeth Hunter
Plutarch	Comparison of Agis and Cleomenes and the Gracchi	Perseus	Bernadotte Perrin, Plutarch's Lives. Cambridge, MA: Harvard University Press, 1921.	Elizabeth Hunter
Plutarch	Comparison of Alcibiades and Coriolanus	Perseus	Bernadotte Perrin, Plutarch's Lives. Cambridge, MA: Harvard University Press, 1916.	Elizabeth Hunter
Plutarch	Comparison of Aristides with Marcus Cato	Perseus	Bernadotte Perrin, Plutarch's Lives. Cambridge, MA: Harvard University Press, 1914.	Elizabeth Hunter
Plutarch	Comparison of Demetrius and Antony	Perseus	Bernadotte Perrin, Plutarch's Lives. Cambridge, MA: Harvard University Press, 1920.	Elizabeth Hunter
Plutarch	Comparison of Demosthenes with Cicero	Perseus	Bernadotte Perrin, Plutarch's Lives. Cambridge, MA: Harvard University Press, 1919.	Elizabeth Hunter
Plutarch	Comparison of Lucullus and Cimon	Perseus	Bernadotte Perrin, Plutarch's Lives. Cambridge, MA: Harvard University Press, 1914.	Elizabeth Hunter
Plutarch	Comparison of Lycurgus and Numa	Perseus	Bernadotte Perrin, Plutarch's Lives. Cambridge, MA: Harvard University Press, 1914.	Elizabeth Hunter
Plutarch	Comparison of Lysander and Sulla	Perseus	Bernadotte Perrin, Plutarch's Lives. Cambridge, MA: Harvard University Press, 1916.	Elizabeth Hunter
Plutarch	Comparison of Nicias and Crassus	Perseus	Bernadotte Perrin, Plutarch's Lives. Cambridge, MA: Harvard University Press, 1916.	Elizabeth Hunter
Plutarch	Comparison of Pelopidas and Marcellus	Perseus	Bernadotte Perrin, Plutarch's Lives. Cambridge, MA: Harvard University Press, 1917.	Elizabeth Hunter
Plutarch	Comparison of Pericles and Fabius Maximus	Perseus	Bernadotte Perrin, Plutarch's Lives. Cambridge, MA: Harvard University Press, 1916.	Elizabeth Hunter
Plutarch	Comparison of Philopoemen and Titus	Perseus	Bernadotte Perrin, Plutarch's Lives. Cambridge, MA: Harvard University Press, 1921.	Elizabeth Hunter
Plutarch	Comparison of Sertorius and Eumenes	Perseus	Bernadotte Perrin, Plutarch's Lives. Cambridge, MA: Harvard University Press, 1919.	Elizabeth Hunter
Plutarch	Comparison of Solon and Publicola	Perseus	Bernadotte Perrin, Plutarch's Lives. Cambridge, MA: Harvard University Press, 1914.	Elizabeth Hunter
Plutarch	Comparison of Theseus and Romulus	Perseus	Bernadotte Perrin, Plutarch's Lives. Cambridge, MA: Harvard University Press, 1914.	Elizabeth Hunter
Plutarch	Comparison of Timoleon and Aemilius	Perseus	Bernadotte Perrin, Plutarch's Lives. Cambridge, MA: Harvard University Press, 1918.	Elizabeth Hunter
Plutarch	Compendium Argumenti Stoicos absurdiora poetis dicere	Perseus	Gregorius N. Bernardakis, Moralia. Leipzig: Teubner, 1895.	Elizabeth Hunter
Plutarch	Compendium libri de animae procreatione in Timaeo	Perseus	Gregorius N. Bernardakis, Moralia. Leipzig: Teubner, 1895.	Elizabeth Hunter
Plutarch	Conjugalia Praecepta	Perseus	Gregorius N. Bernardakis, Moralia. Leipzig: Teubner, 1888.	Elizabeth Hunter
Plutarch	Consolatio ad Apollonium	Perseus	Gregorius N. Bernardakis, Moralia. Leipzig: Teubner, 1888.	Elizabeth Hunter
Plutarch	Consolatio ad uxorem	Perseus	Gregorius N. Bernardakis, Moralia. Leipzig: Teubner, 1891.	Elizabeth Hunter
Plutarch	Crassus	Perseus	Bernadotte Perrin, Plutarch's Lives. Cambridge, MA: Harvard University Press, 1916.	Elizabeth Hunter
Plutarch	De Alexandri magni fortuna aut virtute	Perseus	Gregorius N. Bernardakis, Moralia. Leipzig: Teubner, 1889.	Bridget Murray
Plutarch	De E apud Delphos	Perseus	Gregorius N. Bernardakis, Moralia. Leipzig: Teubner, 1891.	Elizabeth Hunter
Plutarch	De Herodoti malignitate	Perseus	Gregorius N. Bernardakis, Moralia. Leipzig: Teubner, 1893.	Elizabeth Hunter
Plutarch	De Iside et Osiride	Perseus	Gregorius N. Bernardakis, Moralia. Leipzig: Teubner, 1889.	Elizabeth Hunter
Plutarch	De Pythiae oraculis	Perseus	Gregorius N. Bernardakis, Moralia. Leipzig: Teubner, 1891.	Elizabeth Hunter
Plutarch	De Recta Ratione Audiendi	Perseus	Gregorius N. Bernardakis, Moralia. Leipzig: Teubner, 1888.	Elizabeth Hunter
Plutarch	De Se Ipsum Citra Invidiam Laudando	Perseus	Gregorius N. Bernardakis, Moralia. Leipzig: Teubner, 1891.	Elizabeth Hunter
Plutarch	De Stoicorum repugnantiis	Perseus	Gregorius N. Bernardakis, Moralia. Leipzig: Teubner, 1895.	Elizbeth Hunter
Plutarch	De amicorum multitudine	Perseus	Gregorius N. Bernardakis, Moralia. Leipzig: Teubner, 1888.	Bridget Murray
Plutarch	De amore prolis	Perseus	Gregorius N. Bernardakis, Moralia. Leipzig: Teubner, 1891.	Bridget Murray
Plutarch	De animae procreatione in Timaeo	Perseus	Gregorius N. Bernardakis, Moralia. Leipzig: Teubner, 1895.	Bridget Murray
Plutarch	De capienda ex inimicis utilitate	Perseus	Gregorius N. Bernardakis, Moralia. Leipzig: Teubner, 1888.	Bridget Murray
Plutarch	De cohibenda ira	Perseus	Gregorius N. Bernardakis, Moralia. Leipzig: Teubner, 1891.	Bridget Murray
Plutarch	De communibus notitiis adversus Stoicos	Perseus	Gregorius N. Bernardakis, Moralia. Leipzig: Teubner, 1895.	Bridget Murray
Plutarch	De cupiditate divitiarum	Perseus	Gregorius N. Bernardakis, Moralia. Leipzig: Teubner, 1891.	Bridget Murray
Plutarch	De curiositate	Perseus	Gregorius N. Bernardakis, Moralia. Leipzig: Teubner, 1891.	Bridget Murray
Plutarch	De defectu oraculorum	Perseus	Gregorius N. Bernardakis, Moralia. Leipzig: Teubner, 1891.	Elizabeth Hunter
Plutarch	De esu carnium II	Perseus	Gregorius N. Bernardakis, Moralia. Leipzig: Teubner, 1895.	Elizabeth Hunter
Plutarch	De exilio	Perseus	Gregorius N. Bernardakis, Moralia. Leipzig: Teubner, 1891.	Elizabeth Hunter
Plutarch	De faciae quae in orbe lunae apparet	Perseus	Gregorius N. Bernardakis, Moralia. Leipzig: Teubner, 1893.	Elizabeth Hunter
Plutarch	De fato	Perseus	Gregorius N. Bernardakis, Moralia. Leipzig: Teubner, 1891.	Elizabeth Hunter
Plutarch	De fortuna	Perseus	Gregorius N. Bernardakis, Moralia. Leipzig: Teubner, 1888.	Elizabeth Hunter
Plutarch	De fortuna Romanorum	Perseus	Gregorius N. Bernardakis, Moralia. Leipzig: Teubner, 1889.	Elizabeth Hunter
Plutarch	De fraterno amore	Perseus	Gregorius N. Bernardakis, Moralia. Leipzig: Teubner, 1891.	Elizabeth Hunter
Plutarch	De garrulitate	Perseus	Gregorius N. Bernardakis, Moralia. Leipzig: Teubner, 1891.	Elizabeth Hunter
Plutarch	De genio Socratis	Perseus	Gregorius N. Bernardakis, Moralia. Leipzig: Teubner, 1891.	Elizabeth Hunter
Plutarch	De gloria Atheniensium	Perseus	Gregorius N. Bernardakis, Moralia. Leipzig: Teubner, 1889.	Elizabeth Hunter
Plutarch	De invidia et odio	Perseus	Gregorius N. Bernardakis, Moralia. Leipzig: Teubner, 1891.	Elizabeth Hunter
Plutarch	De liberis educandis	Perseus	Gregorius N. Bernardakis, Moralia. Leipzig: Teubner, 1888.	Elizabeth Hunter
Plutarch	De primo frigido	Perseus	Gregorius N. Bernardakis, Moralia. Leipzig: Teubner, 1893.	Elizabeth Hunter
Plutarch	De sera numinis vindicta	Perseus	Gregorius N. Bernardakis, Moralia. Leipzig: Teubner, 1891.	Elizabeth Hunter
Plutarch	De sollertia animalium	Perseus	Gregorius N. Bernardakis, Moralia. Leipzig: Teubner, 1895.	Elizabeth Hunter
Plutarch	De superstitione	Perseus	Gregorius N. Bernardakis, Moralia. Leipzig: Teubner, 1888.	Elizabeth Hunter
Plutarch	De tranquilitate animi	Perseus	Gregorius N. Bernardakis, Moralia. Leipzig: Teubner, 1891.	Elizabeth Hunter
Polybius	Histories	Perseus	Theodorus B?ttner-Wobst after L. Dindorf, Historiae. Leipzig: Teubner, 1893-.	Bridget Murray
Propertius	Elegies	Perseus	L. Mueller, Sex. Propertii Elegiae. Leipzig: Teubner, 1898.	Chris Forstall
Pseudo-Plutarch	De Musica	Perseus	Plutarch. Moralia. Gregorius N. Bernardakis. Leipzig. Teubner. 1895. 6..	Rudra Chakraborty
Pseudo-Plutarch	Placita Philosophorum	Perseus	Plutarch. Moralia. Gregorius N. Bernardakis. Leipzig. Teubner. 1895. 6..	Rudra Chakraborty
Pseudo-Quintilian	Major Declamations	The Latin Library	L. Håkanson,Declamationes XIX maiores Quintiliano falso ascriptae. Stuttgart, 1982	James Gawley
Q. Cicero	Essay on Running for Consul	Perseus	L. C. Purser, 5 August 1999.	Anna Glenn
Quintilian	Institutio Oratoria	Perseus	Harold Edgeworth Butler, With an English Translation. Cambridge: Cambridge, Mass., Harvard University Press; London, William Heinemann, Ltd., 1920.	Emilie Bétrix
Sallust	Catilina, Iugurtha, Orationes Et Epistulae Excerptae De Historiis	Perseus	Axel W. Ahlberg, Catilina, Iugurtha, Orationes Et Epistulae Excerptae De Historiis. Leipzig: Teubner, 1919.	Tony R Waleszczak
Scriptores Historiae Augustae	Historia Augusta, Vol. 1	Perseus	David Magie. Ainsworth O'Brien-Moore. Susan Helen Ballou. London: William Heinemann; New York: G.P. Putnam's Sons. 1921.	Blake Cooper
Scriptores Historiae Augustae	Historia Augusta, Vol. 2	Perseus	David Magie. Ainsworth O'Brien-Moore. London: William Heinemann; New York: G.P. Putnam's Sons. 1924.	Blake Cooper
Seneca	Ad Lucilium Epistulae Morales	Perseus	Ad Lucilium Epistulae Morales, volume 1-3.Seneca. Richard M. Gummere. Cambridge. Cambridge, Mass., Harvard University Press; London, William Heinemann, Ltd. 1917-1925.	Katherine Roache
Seneca	Agamemnon	Perseus	L. Annaeus Seneca. Tragoediae. Rudolf Peiper. Gustav Richter. Leipzig. Teubner. 1921.	Katherine Roache
Seneca	Apocolocyntosis	Perseus	Seneca. Apocolocyntosis. W.H.D. Rouse, M.A. Litt. D. London. William Heinemann. 1913.	Katherine Roache
Seneca the Elder	Controversiae	Perseus	Annaei Senecae Oratorum et rhetorum sententiae divisiones colores. Seneca the Elder. Adolf Gottlieb Kiessling. in aedibus B. G. Teubneri. Leipzig. 1872.	Katherine Roache
Seneca	De Beneficiis	Perseus	L. Annaeus Seneca. Moral Essays. Volume 3. John W. Basore. London and New York. Heinemann. 1935.	Katherine Roache
Seneca	De Brevitate Vitae	Perseus	L. Annaeus Seneca. Moral Essays. Volume 2. John W. Basore. London and New York. Heinemann. 1932.	Katherine Roache
Seneca	De Clementia	Perseus	L. Annaeus Seneca. Moral Essays. Volume 1. John W. Basore. London and New York. Heinemann. 1928.	Katherine Roache
Seneca	De Consolatione ad Helvium	Perseus	L. Annaeus Seneca. Moral Essays. Volume 2. John W. Basore. London and New York. Heinemann. 1932.	Katherine Roache
Seneca	De Consolatione ad Marciam	Perseus	L. Annaeus Seneca. Moral Essays. Volume 2. John W. Basore. London and New York. Heinemann. 1932.	Katherine Roache
Seneca	De Consolatione ad Polybium	Perseus	L. Annaeus Seneca. Moral Essays. Volume 2. John W. Basore. London and New York. Heinemann. 1932.	Katherine Roache
Seneca	De Constantia	Perseus	L. Annaeus Seneca. Moral Essays. Volume 1. John W. Basore. London and New York. Heinemann. 1928.	Katherine Roache
Seneca	De Ira	Perseus	L. Annaeus Seneca. Moral Essays. Volume 1. John W. Basore. London and New York. Heinemann. 1928.	Katherine Roache
Seneca	De Otio	Perseus	L. Annaeus Seneca. Moral Essays. Volume 2. John W. Basore. London and New York. Heinemann. 1932.	Katherine Roache
Seneca	De Providentia	Perseus	L. Annaeus Seneca. Moral Essays. Volume 1. John W. Basore. London and New York. Heinemann. 1928.	Katherine Roache
Seneca	De Tranquillitate Animi	Perseus	L. Annaeus Seneca. Moral Essays. Volume 2. John W. Basore. London and New York. Heinemann. 1932.	Katherine Roache
Seneca	De Vita Beata	Perseus	L. Annaeus Seneca. Moral Essays. Volume 2. John W. Basore. London and New York. Heinemann. 1932.	Katherine Roache
Seneca the Elder	Excerpta Controversiae	Perseus	Annaei Senecae Oratorum et rhetorum sententiae divisiones colores. Seneca the Elder. Adolf Gottlieb Kiessling. in aedibus B. G. Teubneri. Leipzig. 1872.	Katherine Roache
Seneca the Elder	Fragmenta	Perseus	Annaei Senecae Oratorum et rhetorum sententiae divisiones colores.Seneca the Elder. Adolf Gottlieb Kiessling. in aedibus B. G. Teubneri. Leipzig. 1872.	Katherine Roache
Seneca	Hercules Furens	Perseus	L. Annaeus Seneca. Tragoediae. Rudolf Peiper. Gustav Richter. Leipzig. Teubner. 1921.	Katherine Roache
Seneca	Hercules Oetaeus	Perseus	L. Annaeus Seneca. Tragoediae. Rudolf Peiper. Gustav Richter. Leipzig. Teubner. 1921.	Katherine Roache
Seneca	Medea	Perseus	L. Annaeus Seneca. Tragoediae. Rudolf Peiper. Gustav Richter. Leipzig. Teubner. 1921.	Katherine Roache
Seneca	Octavia	Perseus	L. Annaeus Seneca. Tragoediae. Rudolf Peiper. Gustav Richter. Leipzig. Teubner. 1921.	Katherine Roache
Seneca	Oedipus	Perseus	L. Annaeus Seneca. Tragoediae. Rudolf Peiper. Gustav Richter. Leipzig. Teubner. 1921.	Katherine Roache
Seneca	Phaedra	Perseus	L. Annaeus Seneca. Tragoediae. Rudolf Peiper. Gustav Richter. Leipzig. Teubner. 1921.	Katherine Roache
Seneca	Phoenissae	Perseus	L. Annaeus Seneca. Tragoediae. Rudolf Peiper. Gustav Richter. Leipzig. Teubner. 1921.	Katherine Roache
Seneca the Elder	Suasoriae	Perseus	Annaei Senecae Oratorum et rhetorum sententiae divisiones colores. Seneca the Elder. Adolf Gottlieb Kiessling. in aedibus B. G. Teubneri. Leipzig. 1872.	Katherine Roache
Seneca	Thyestes	Perseus	L. Annaeus Seneca. Tragoediae. Rudolf Peiper. Gustav Richter. Leipzig. Teubner. 1921.	Katherine Roache
Seneca	Troades	Perseus	L. Annaeus Seneca. Tragoediae. Rudolf Peiper. Gustav Richter. Leipzig. Teubner. 1921.	Katherine Roache
Servius Honoratus	Commentary on the Aeneid of Vergil	Perseus	Georgius Thilo, In Vergilii carmina comentarii. Leipzig: B. G. Teubner, 1881.	Elizabeth Hunter
Servius Honoratus	Commentary on the Eclogues of Vergil	Perseus	Georgius Thilo, In Vergilii carmina comentarii. Leipzig: B. G. Teubner, 1881.	Elizabeth Hunter
Servius Honoratus	Commentary on the Georgics of Vergil	Perseus	Georgius Thilo, In Vergilii carmina comentarii. Leipzig: B. G. Teubner, 1881.	Elizabeth Hunter
Shakespeare	A Midsummer Night's Dream	Moby Shakespeare	W. G. Clark, The Globe Shakespeare. New York: Nelson Doubleday, Inc., 7 May 93.	Timothy Tilbe
Shakespeare	Hamlet	Moby Shakespeare	W. G. Clark, The Globe Shakespeare. New York: Nelson Doubleday, Inc., 7 May 93.	Timothy Tilbe
Shakespeare	Richard III	Moby Shakespeare	W. G. Clark, The Globe Shakespeare. New York: Nelson Doubleday, Inc., 7 May 93.	Timothy Tilbe
Sophocles	Ajax	Perseus	Sophocles. The Ajax of Sophocles. Edited with introduction and notes by Sir Richard Jebb. Sir Richard Jebb. Cambridge. Cambridge University Press. 1893.	Katherine Roache
Sophocles	Antigone	Perseus	Sophocles. Sophocles. Vol 1: Oedipus the king. Oedipus at Colonus. Antigone. With an English translation by F. Storr. The Loeb classical library, 20. Francis Storr. London; New York. William Heinemann Ltd.; The Macmillan Company. 1912.	Rudra Chakraborty
Sophocles	Electra	Perseus	Sophocles. Sophocles. Vol 2: Ajax. Electra. Trachiniae. Philoctetes With an English translation by F. Storr. The Loeb classical library, 21. Francis Storr. London; New York. William Heinemann Ltd.; The Macmillan Company. 1913.	Rudra Chakraborty
Sophocles	Ichneutae	Perseus	Sophocles. Oxyrhynchus Papyri, part 9, number 1174. Arthur S. Hunt. London. Egypt Exploration Fund. 1912.	Rudra Chakraborty
Sophocles	Oedipus Epi Kolono (Oedipus at Colonus)	Perseus	Sophocles. Sophocles. Vol 1: Oedipus the king. Oedipus at Colonus. Antigone. With an English translation by F. Storr. The Loeb classical library, 20. Francis Storr. London; New York. William Heinemann Ltd.; The Macmillan Company. 1912.	Rudra Chakraborty
Sophocles	Oedipus Tyrannus	Perseus	Sophocles. The Oedipus Tyrannus of Sophocles. Edited with introduction and notes by Sir Richard Jebb. Cambridge. Cambridge University Press. 1887.	Katherine Roache
Sophocles	Oedipus at Colonus	Perseus	Sophocles. The Oedipus at Colonus of Sophocles. Edited with introduction and notes by Sir Richard Jebb. Sir Richard Jebb. Cambridge. Cambridge University Press. 1889.	Katherine Roache
Sophocles	Philoctetes	Perseus	Sophocles. Sophocles. Vol 2: Ajax. Electra. Trachiniae. Philoctetes With an English translation by F. Storr. The Loeb classical library, 21. Francis Storr. London; New York. William Heinemann Ltd.; The Macmillan Company. 1913.	Rudra Chakraborty
Sophocles	Trachinae	Perseus	Sophocles. Sophocles. Vol 2: Ajax. Electra. Trachiniae. Philoctetes With an English translation by F. Storr. The Loeb classical library, 21. Francis Storr. London; New York. William Heinemann Ltd.; The Macmillan Company. 1913.	Rudra Chakraborty
Sophocles	Trachiniae	Perseus	Sophocles. The Trachiniae of Sophocles. Edited with introduction and notes by Sir Richard Jebb. Sir Richard Jebb. Cambridge. Cambridge University Press. 1892.	Katherine Roache
Statius	Achilleid	Perseus	John Henry Mozley, Statius: Vol II. New York: G.P. Putnam’s Sons. 1928.	Chris Forstall
Statius	Silvae	Perseus	John Henry Mozley, Statius: Vol I. New York: G.P. Putnam’s Sons. 1928.	Chris Forstall
Statius	Thebaid	Perseus	John Henry Mozley, Statius: Vol I–II. New York: G.P. Putnam’s Sons. 1928.	Chris Forstall
Strabo	Geography (Greek). Machine readable text	Perseus	ed. A. Meineke, Geographica.Leipzig: Teubner, 1877.	James Gawley
Suetonius	De Vita Caesarum	Perseus	In aedibus B.G. Teubneri 1907	Elizabeth Hunter
Tacitus	Dialogus de Oratoribus	Perseus	Henry Furneaux, Opera Minora. 1900.	Elizabeth Hunter
Tacitus	Historiae	Perseus	Charles Dennis Fisher, Historiae. 1911.	Elizabeth Hunter
Tacitus	de Origine et Situ Germanorum Liber	Perseus	Henry Furneaux, Opera Minora. 1900.	Elizabeth Hunter
Terence	Adelphi	Perseus	Edward St. John Parry, Publii Terentii Comoediae VI. London: Whitaker and Co., Ave Maria Lane; George Bell, Fleet Street, 1857.	Anna Glenn
Terence	Andria	Perseus	Edward St. John Parry, Publii Terentii Comoediae VI. London: Whitaker and Co., Ave Maria Lane; George Bell, Fleet Street, 1857.	Anna Glenn
Terence	Eunuchus	Perseus	Edward St. John Parry, Publii Terentii Comoediae VI. London: Whitaker and Co., Ave Maria Lane; George Bell, Fleet Street, 1857.	Anna Glenn
Terence	Heautontimorumenos	Perseus	Edward St. John Parry, Publii Terentii Comoediae VI. London: Whitaker and Co., Ave Maria Lane; George Bell, FleetStreet, 1857.	Anna Glenn
Terence	Hecyra	Perseus	Edward St. John Parry, Publii Terentii Comoediae VI. London: Whitaker and Co., Ave Maria Lane; George Bell, Fleet Street, 1857.	Anna Glenn
Terence	Phormio	Perseus	Edward St. John Parry, Publii Terentii Comoediae VI. London: Whitaker and Co., Ave Maria Lane; George Bell, Fleet Street, 1857.	Anna Glenn
Tertullian	Apologeticum	Perseus	Tertullian. T.R. Glover. William Heinemann Ltd.; Harvard University Press. London; Cambridge, Massachusetts. 1931.	Blake Cooper
Tertullian	De Spectaculis	Perseus	Tertullian. T.R. Glover. William Heinemann Ltd.; Harvard University Press. London; Cambridge, Massachusetts. 1931.	Blake Cooper
Theophrastus	Characters	Perseus	Hermann Diels, Characters. Oxford: Oxford University Press, 1909.	James Gawley
Thucydides	The Peleponnesian War	Perseus	Thucydides Historiae in Two Volumes. Oxford, Oxford University Press. 1942.
Tibullus	Carmina	Perseus	J.P. Postgate, Tibulli aliorumque Carminum libri Tres. Oxford University Press, 1915.	Chris Forstall
Tryphiodorus	The Taking of Ilios	Perseus	A. W. Mair, Oppian, Colluthus, Tryphiodorus with an English Translation by A.W. Mair.London, William Heinemann, Ltd.; New York: G.P. Putnam's Sons, 1928.	Bridget Murray
Valerius Maximus	Facta et Dicta Memorabilia	Perseus	Karl Friedrich Kempf, Factorvm et Dictorvm Memorabilivm, Libri Novem. Leipsig: Teubner, 1888.	Elizabeth Hunter
Vergil	Aeneid	Perseus	J. B. Greenough, Bucolics, Aeneid, and Georgics Of Vergil. Boston: Ginn & Co. 1900	Chris Forstall
Vergil	Eclogues	Perseus	J. B. Greenough, Bucolics, Aeneid, and Georgics Of Vergil. Boston: Ginn & Co. 1900	Chris Forstall
Vergil	Georgics	Perseus	J. B. Greenough, Bucolics, Aeneid, and Georgics Of Vergil. Boston: Ginn & Co. 1900	Chris Forstall
Vitruvius Pollio	De Architectura	Perseus	F. Krohn, On Architecture. Lipsiae: B.G. Teubner, 1912.	Anna Glenn
Xenophon	Anabasis	Perseus	Xenophontis opera omnia, vol. 3.Oxford, Clarendon Press, 1904 (repr. 1961).	Bridget Murray
